ID,Gazetteer,L1 code,L2 code,L3 code,L4 code,Kew region code,Kew region subdivision,Kew region,Synonym,Notes
823,Espírito Santo,8.0000000000000000e+00,8.4000000000000000e+01,BZL,BZL-ES,1.6000000000000000e+01,,East Tropical South America,,
824,Espiritu Santo,6.0000000000000000e+00,6.0000000000000000e+01,VAN,VAN-OO,9.0000000000000000e+00,A,Melanesia,,
825,Estonia,1.0000000000000000e+00,1.4000000000000000e+01,BLT,BLT-ES,1.0000000000000000e+00,,Europe,,
826,Estoniya,1.0000000000000000e+00,1.4000000000000000e+01,BLT,BLT-ES,1.0000000000000000e+00,,Europe,Estonia,
827,Ethiopia,2.0000000000000000e+00,2.4000000000000000e+01,ETH,ETH-OO,1.0000000000000000e+01,C,North East Tropical Africa,,
828,Eua,6.0000000000000000e+00,6.0000000000000000e+01,TON,TON-OO,9.0000000000000000e+00,D,Samoan Islands,,
829,Euboea,1.0000000000000000e+00,1.3000000000000000e+01,GRC,GRC-OO,1.0000000000000000e+00,,Europe,Evvoia,
830,Europa I.,2.0000000000000000e+00,2.9000000000000000e+01,MCI,MCI-OO,1.1000000000000000e+01,,Madagascar and Mascarenes,,
831,Evenki,3.0000000000000000e+00,3.0000000000000000e+01,KRA,KRA-OO,3.0000000000000000e+00,,Northern Asia,,
832,Evvoia,1.0000000000000000e+00,1.3000000000000000e+01,GRC,GRC-OO,1.0000000000000000e+00,,Europe,,
833,Faeroe Is.,1.0000000000000000e+00,1.0000000000000000e+01,FOR,FOR-OO,1.0000000000000000e+00,,Europe,Foroyar,self-governing I. Territory of Denmark
834,Faeroerne,1.0000000000000000e+00,1.0000000000000000e+01,FOR,FOR-OO,1.0000000000000000e+00,,Europe,Foroyar,
835,Faial,2.0000000000000000e+00,2.1000000000000000e+01,AZO,AZO-OO,2.0000000000000000e+00,C,Atlantic Islands,,
836,Fais,6.0000000000000000e+00,6.2000000000000000e+01,CRL,CRL-MF,9.0000000000000000e+00,F,Micronesia,,
837,Fakaofo,6.0000000000000000e+00,6.0000000000000000e+01,TOK,TOK-TO,9.0000000000000000e+00,D,Samoan Islands,,
838,Fakarava,6.0000000000000000e+00,6.1000000000000000e+01,TUA,TUA-OO,9.0000000000000000e+00,E,S.E. Polynesia,,
839,Falkland Is.,9.0000000000000000e+00,9.0000000000000000e+01,FAL,FAL-OO,1.8000000000000000e+01,,Temperate South America,,excluding South Georgia and South Sandwich Is.; U.K. Crown Colony
840,Fangatau,6.0000000000000000e+00,6.1000000000000000e+01,TUA,TUA-OO,9.0000000000000000e+00,E,S.E. Polynesia,,
841,Fangataufa,6.0000000000000000e+00,6.1000000000000000e+01,TUA,TUA-OO,9.0000000000000000e+00,E,S.E. Polynesia,Fangatau,
842,Fanning I.,6.0000000000000000e+00,6.1000000000000000e+01,LIN,LIN-KI,9.0000000000000000e+00,E,S.E. Polynesia,Tabuaeran,
843,Farallon de Medinilla,6.0000000000000000e+00,6.2000000000000000e+01,MRN,MRN-NM,9.0000000000000000e+00,F,Micronesia,,
844,Farasan Is.,3.0000000000000000e+00,3.5000000000000000e+01,SAU,SAU-OO,2.0000000000000000e+00,A,Orient,,
845,Faraulep,6.0000000000000000e+00,6.2000000000000000e+01,CRL,CRL-MF,9.0000000000000000e+00,F,Micronesia,,
846,Farquhar I.,2.0000000000000000e+00,2.9000000000000000e+01,ALD,ALD-OO,1.1000000000000000e+01,,Madagascar and Mascarenes,,part of Providence group
847,Fatu Hiva,6.0000000000000000e+00,6.1000000000000000e+01,MRQ,MRQ-OO,9.0000000000000000e+00,E,S.E. Polynesia,,
848,Fauro,6.0000000000000000e+00,6.0000000000000000e+01,SOL,SOL-SO,9.0000000000000000e+00,A,Melanesia,,one of Shortland Is.
849,Fayal,2.0000000000000000e+00,2.1000000000000000e+01,AZO,AZO-OO,2.0000000000000000e+00,C,Atlantic Islands,Faial,
850,Feni Is.,6.0000000000000000e+00,6.0000000000000000e+01,SOL,SOL-NO,9.0000000000000000e+00,A,Melanesia,,
851,Fernando de Noronha,8.0000000000000000e+00,8.4000000000000000e+01,BZE,BZE-FN,1.6000000000000000e+01,,East Tropical South America,,
852,Fernando Po,2.0000000000000000e+00,2.3000000000000000e+01,GGI,GGI-BI,1.0000000000000000e+01,B,Cameroons and Congo,Bioko,
853,Fiji,6.0000000000000000e+00,6.0000000000000000e+01,FIJ,FIJ-OO,9.0000000000000000e+00,C,Fiji Islands,,
854,Finland,1.0000000000000000e+00,1.0000000000000000e+01,FIN,FIN-OO,1.0000000000000000e+00,,Europe,,
855,Flat I.,2.0000000000000000e+00,2.9000000000000000e+01,MAU,MAU-OO,1.1000000000000000e+01,,Madagascar and Mascarenes,,
856,Flint I.,6.0000000000000000e+00,6.1000000000000000e+01,LIN,LIN-KI,9.0000000000000000e+00,E,S.E. Polynesia,,
857,Flores,2.0000000000000000e+00,2.1000000000000000e+01,AZO,AZO-OO,2.0000000000000000e+00,C,Atlantic Islands,,[Azores]
858,Flores,4.0000000000000000e+00,4.2000000000000000e+01,LSI,LSI-LS,6.0000000000000000e+00,C,Malay Islands,,[Indonesia]
859,Florida,7.0000000000000000e+00,7.8000000000000000e+01,FLA,FLA-OO,1.3000000000000000e+01,,North America,,
860,Florida Is.,6.0000000000000000e+00,6.0000000000000000e+01,SOL,SOL-SO,9.0000000000000000e+00,A,Melanesia,,
861,Formentera,1.0000000000000000e+00,1.2000000000000000e+01,BAL,BAL-OO,1.0000000000000000e+00,,Europe,,
862,Formosa,8.0000000000000000e+00,8.5000000000000000e+01,AGE,AGE-FO,1.8000000000000000e+01,,Temperate South America,,[Argentina]
863,Formosa,3.0000000000000000e+00,3.8000000000000000e+01,TAI,TAI-OO,4.0000000000000000e+00,,Eastern Asia,,[Asia]
864,Føroyar,1.0000000000000000e+00,1.0000000000000000e+01,FOR,FOR-OO,1.0000000000000000e+00,,Europe,,self-governing I. Territory of Denmark
865,Fotuna,6.0000000000000000e+00,6.0000000000000000e+01,WAL,WAL-OO,9.0000000000000000e+00,D,Samoan Islands,Futuna,
866,France,1.0000000000000000e+00,1.2000000000000000e+01,FRA,FRA-FR,1.0000000000000000e+00,,Europe,,excluding Corse
867,France,1.0000000000000000e+00,1.2000000000000000e+01,FRA,,1.0000000000000000e+00,,Europe,,including Channel Is.
868,Franklin,7.0000000000000000e+00,7.0000000000000000e+01,NWT,NWT-OO,1.3000000000000000e+01,,North America,,
869,Franz Josef Land,3.0000000000000000e+00,3.0000000000000000e+01,WSB,WSB-OO,3.0000000000000000e+00,,Northern Asia,Zemlya Frantsa-Iosifa,
870,French Cameroons,2.0000000000000000e+00,2.3000000000000000e+01,CMN,CMN-OO,1.0000000000000000e+01,B,Cameroons and Congo,,
871,French Congo,2.0000000000000000e+00,2.3000000000000000e+01,CON,CON-OO,1.0000000000000000e+01,B,Cameroons and Congo,Congo,
872,French Guiana,8.0000000000000000e+00,8.2000000000000000e+01,FRG,FRG-OO,1.6000000000000000e+01,,East Tropical South America,,
873,French Guinea,2.0000000000000000e+00,2.2000000000000000e+01,GUI,GUI-OO,1.0000000000000000e+01,A,West Tropical Africa,Guinea,
874,French Morocco,2.0000000000000000e+00,2.0000000000000000e+01,MOR,MOR-MO,2.0000000000000000e+00,B,North Africa,,
875,French Somaliland,2.0000000000000000e+00,2.4000000000000000e+01,DJI,DJI-OO,1.0000000000000000e+01,C,North East Tropical Africa,Djibouti,
876,Friendly Is.,6.0000000000000000e+00,6.0000000000000000e+01,TON,TON-OO,9.0000000000000000e+00,D,Samoan Islands,Tonga,
877,Frigate I.,2.0000000000000000e+00,2.9000000000000000e+01,SEY,SEY-OO,1.1000000000000000e+01,,Madagascar and Mascarenes,,
878,Fuerteventura,2.0000000000000000e+00,2.1000000000000000e+01,CNY,CNY-OO,2.0000000000000000e+00,C,Atlantic Islands,,
879,Fujairah,3.0000000000000000e+00,3.5000000000000000e+01,GST,GST-UA,2.0000000000000000e+00,A,Orient,Al Fajayrah,
880,Fujeira,3.0000000000000000e+00,3.5000000000000000e+01,GST,GST-UA,2.0000000000000000e+00,A,Orient,Al Fajayrah,
881,Fujian,3.0000000000000000e+00,3.6000000000000000e+01,CHS,CHS-FJ,4.0000000000000000e+00,,Eastern Asia,,
882,Fukien,3.0000000000000000e+00,3.6000000000000000e+01,CHS,CHS-FJ,4.0000000000000000e+00,,Eastern Asia,Fujian,
883,Funafuti,6.0000000000000000e+00,6.0000000000000000e+01,TUV,TUV-OO,9.0000000000000000e+00,D,Samoan Islands,,
884,Futuna,6.0000000000000000e+00,6.0000000000000000e+01,WAL,WAL-OO,9.0000000000000000e+00,D,Samoan Islands,,
885,Futuna,6.0000000000000000e+00,6.0000000000000000e+01,VAN,VAN-OO,9.0000000000000000e+00,A,Melanesia,,[Vanuatu]
886,Gabon,2.0000000000000000e+00,2.3000000000000000e+01,GAB,GAB-OO,1.0000000000000000e+01,B,Cameroons and Congo,,
887,Gaboon,2.0000000000000000e+00,2.3000000000000000e+01,GAB,GAB-OO,1.0000000000000000e+01,B,Cameroons and Congo,Gabon,
888,Gabun,2.0000000000000000e+00,2.3000000000000000e+01,GAB,GAB-OO,1.0000000000000000e+01,B,Cameroons and Congo,Gabon,
889,Gago Coutinho Is.,2.0000000000000000e+00,2.3000000000000000e+01,GGI,GGI-ST,1.0000000000000000e+01,B,Cameroons and Congo,Rolas Is.,
890,Gaidhouronisi,1.0000000000000000e+00,1.3000000000000000e+01,KRI,KRI-OO,1.0000000000000000e+00,,Europe,,
891,Galápagos,8.0000000000000000e+00,8.3000000000000000e+01,GAL,GAL-OO,1.7000000000000000e+01,,West Tropical South America,,
892,Gambia, The,2.0000000000000000e+00,2.2000000000000000e+01,GAM,GAM-OO,1.0000000000000000e+01,A,West Tropical Africa,,
893,Gambier Is.,6.0000000000000000e+00,6.1000000000000000e+01,TUA,TUA-OO,9.0000000000000000e+00,E,S.E. Polynesia,,
894,Gan,4.0000000000000000e+00,4.0000000000000000e+01,MDV,MDV-OO,5.0000000000000000e+00,,India,,
895,Gansu,3.0000000000000000e+00,3.6000000000000000e+01,CHN,CHN-GS,4.0000000000000000e+00,,Eastern Asia,,
896,Gardner I.,6.0000000000000000e+00,6.0000000000000000e+01,PHX,PHX-OO,9.0000000000000000e+00,D,Samoan Islands,Nikumaroro,[Phoenix Is.]
897,Gardner Pinnacles,6.0000000000000000e+00,6.3000000000000000e+01,HAW,HAW-HI,9.0000000000000000e+00,G,Hawai'ian Islands,,
898,Gavdhopoula,1.0000000000000000e+00,1.3000000000000000e+01,KRI,KRI-OO,1.0000000000000000e+00,,Europe,,
899,Gavdhos,1.0000000000000000e+00,1.3000000000000000e+01,KRI,KRI-OO,1.0000000000000000e+00,,Europe,,
900,Gaza Strip,3.0000000000000000e+00,3.4000000000000000e+01,PAL,PAL-IS,2.0000000000000000e+00,A,Orient,,
901,Genovesa I.,8.0000000000000000e+00,8.3000000000000000e+01,GAL,GAL-OO,1.7000000000000000e+01,,West Tropical South America,,
902,Georgia,3.0000000000000000e+00,3.3000000000000000e+01,TCS,TCS-GR,2.0000000000000000e+00,A,Orient,Gruziya,[Caucasus]
903,Georgia,7.0000000000000000e+00,7.8000000000000000e+01,GEO,GEO-OO,1.3000000000000000e+01,,North America,,[U.S.A.]
904,Germany,1.0000000000000000e+00,1.1000000000000000e+01,GER,GER-OO,1.0000000000000000e+00,,Europe,,
905,Ghana,2.0000000000000000e+00,2.2000000000000000e+01,GHA,GHA-OO,1.0000000000000000e+01,A,West Tropical Africa,,
906,Gibraltar,1.0000000000000000e+00,1.2000000000000000e+01,SPA,SPA-GI,1.0000000000000000e+00,,Europe,,U.K. Crown Colony
907,Gilbert Is.,6.0000000000000000e+00,6.0000000000000000e+01,GIL,GIL-OO,9.0000000000000000e+00,D,Samoan Islands,,
908,Gilgit,4.0000000000000000e+00,4.0000000000000000e+01,WHM,WHM-JK,5.0000000000000000e+00,,India,,
909,Glorieuses Is.,2.0000000000000000e+00,2.9000000000000000e+01,MCI,MCI-OO,1.1000000000000000e+01,,Madagascar and Mascarenes,,
910,Glorioso Is.,2.0000000000000000e+00,2.9000000000000000e+01,MCI,MCI-OO,1.1000000000000000e+01,,Madagascar and Mascarenes,Glorieuses Is.,
911,Goa,4.0000000000000000e+00,4.0000000000000000e+01,IND,IND-GO,5.0000000000000000e+00,,India,,
912,Goiás,8.0000000000000000e+00,8.4000000000000000e+01,BZC,BZC-GO,1.6000000000000000e+01,,East Tropical South America,,
913,Gokçeada,1.0000000000000000e+00,1.3000000000000000e+01,TUE,TUE-OO,1.0000000000000000e+00,,Europe,,
914,Gold Coast,2.0000000000000000e+00,2.2000000000000000e+01,GHA,GHA-OO,1.0000000000000000e+01,A,West Tropical Africa,Ghana,
915,Gomera,2.0000000000000000e+00,2.1000000000000000e+01,CNY,CNY-OO,2.0000000000000000e+00,C,Atlantic Islands,,
916,Gonave I.,8.0000000000000000e+00,8.1000000000000000e+01,HAI,HAI-HA,1.5000000000000000e+01,,West Indies,,
917,Gonzalez I.,8.0000000000000000e+00,8.5000000000000000e+01,DSV,DSV-OO,1.8000000000000000e+01,,Temperate South America,,
918,Gorkiy,1.0000000000000000e+00,1.4000000000000000e+01,RUC,RUC-OO,1.0000000000000000e+00,,Europe,Nizhny Novgorod,
919,Gorno-Badakhshan,3.0000000000000000e+00,3.2000000000000000e+01,TZK,TZK-OO,3.0000000000000000e+00,,Northern Asia,,
920,Gotland,1.0000000000000000e+00,1.0000000000000000e+01,SWE,SWE-OO,1.0000000000000000e+00,,Europe,,
921,Gough I.,9.0000000000000000e+00,9.0000000000000000e+01,TDC,TDC-OO,1.9000000000000000e+01,,Antarctica and Subantarctic Islands,,
922,Gozo,1.0000000000000000e+00,1.3000000000000000e+01,SIC,SIC-MA,1.0000000000000000e+00,,Europe,,
923,Graciosa,2.0000000000000000e+00,2.1000000000000000e+01,AZO,AZO-OO,2.0000000000000000e+00,C,Atlantic Islands,,[Azores]
924,Graciosa,2.0000000000000000e+00,2.1000000000000000e+01,CNY,CNY-OO,2.0000000000000000e+00,C,Atlantic Islands,,[Canary Is.]
925,Graham Land,9.0000000000000000e+00,9.1000000000000000e+01,ANT,ANT-OO,1.9000000000000000e+01,,Antarctica and Subantarctic Islands,,part of British Antarctic Territory
926,Gran Canaria,2.0000000000000000e+00,2.1000000000000000e+01,CNY,CNY-OO,2.0000000000000000e+00,C,Atlantic Islands,,
927,Grand Bahama,8.0000000000000000e+00,8.1000000000000000e+01,BAH,BAH-OO,1.5000000000000000e+01,,West Indies,,
928,Grand Cayman,8.0000000000000000e+00,8.1000000000000000e+01,CAY,CAY-OO,1.5000000000000000e+01,,West Indies,,
929,Grande Terre,8.0000000000000000e+00,8.1000000000000000e+01,LEE,LEE-GU,1.5000000000000000e+01,,West Indies,,
930,Great Abaco,8.0000000000000000e+00,8.1000000000000000e+01,BAH,BAH-OO,1.5000000000000000e+01,,West Indies,,
931,Great Britain,1.0000000000000000e+00,1.0000000000000000e+01,GRB,GRB-OO,1.0000000000000000e+00,,Europe,,excluding Northern Ireland and Channel Is.
932,Great Camanoe,8.0000000000000000e+00,8.1000000000000000e+01,LEE,LEE-BV,1.5000000000000000e+01,,West Indies,,
933,Great Coco I.,4.0000000000000000e+00,4.1000000000000000e+01,AND,AND-CO,5.0000000000000000e+00,,India,,
934,Great Exuma,8.0000000000000000e+00,8.1000000000000000e+01,BAH,BAH-OO,1.5000000000000000e+01,,West Indies,,
935,Great Inagua,8.0000000000000000e+00,8.1000000000000000e+01,BAH,BAH-OO,1.5000000000000000e+01,,West Indies,,
936,Greece,1.0000000000000000e+00,1.3000000000000000e+01,GRC,GRC-OO,1.0000000000000000e+00,,Europe,,excluding Kriti (with Karpathos) and East Aegean Is. (including Rhodos).
937,Green Is.,6.0000000000000000e+00,6.0000000000000000e+01,SOL,SOL-NO,9.0000000000000000e+00,A,Melanesia,,
938,Greenland,7.0000000000000000e+00,7.0000000000000000e+01,GNL,GNL-OO,1.3000000000000000e+01,,North America,,self-governing I. Territory of Denmark
939,Greenwich I.,6.0000000000000000e+00,6.2000000000000000e+01,CRL,CRL-MF,9.0000000000000000e+00,F,Micronesia,Kapingamarangi,
940,Grenada,8.0000000000000000e+00,8.1000000000000000e+01,WIN,WIN-GR,1.5000000000000000e+01,,West Indies,,
941,Grenadines of Grenada,8.0000000000000000e+00,8.1000000000000000e+01,WIN,WIN-GR,1.5000000000000000e+01,,West Indies,,
942,Grenadines of St.Vincent,8.0000000000000000e+00,8.1000000000000000e+01,WIN,WIN-SV,1.5000000000000000e+01,,West Indies,,
943,Gruziya,3.0000000000000000e+00,3.3000000000000000e+01,TCS,TCS-GR,2.0000000000000000e+00,A,Orient,,excluding Abkhasiya and Adzhariya
944,Guadalcanal,6.0000000000000000e+00,6.0000000000000000e+01,SOL,SOL-SO,9.0000000000000000e+00,A,Melanesia,,
945,Guadeloupe,8.0000000000000000e+00,8.1000000000000000e+01,LEE,LEE-GU,1.5000000000000000e+01,,West Indies,,[Caribbean] Overseas Departement of France
946,Guadelupe I.,7.0000000000000000e+00,7.9000000000000000e+01,MXI,MXI-GU,1.4000000000000000e+01,,Central America,,[Pacific]
947,Guam,6.0000000000000000e+00,6.2000000000000000e+01,MRN,MRN-GU,9.0000000000000000e+00,F,Micronesia,,unincorporated territory of U.S.A.
948,Guana I.,8.0000000000000000e+00,8.1000000000000000e+01,LEE,LEE-BV,1.5000000000000000e+01,,West Indies,,
949,Guanaja,8.0000000000000000e+00,8.1000000000000000e+01,SWC,SWC-HC,1.4000000000000000e+01,,Central America,,one of Bahia Is.
950,Guanajuato,7.0000000000000000e+00,7.9000000000000000e+01,MXE,MXE-GU,1.4000000000000000e+01,,Central America,,
951,Guangdong,3.0000000000000000e+00,3.6000000000000000e+01,CHS,CHS-GD,4.0000000000000000e+00,,Eastern Asia,,
952,Guangxi,3.0000000000000000e+00,3.6000000000000000e+01,CHS,CHS-GX,4.0000000000000000e+00,,Eastern Asia,,
953,Guangzhou,3.0000000000000000e+00,3.6000000000000000e+01,CHS,CHS-GD,4.0000000000000000e+00,,Eastern Asia,,
954,Guatemala,8.0000000000000000e+00,8.0000000000000000e+01,GUA,GUA-OO,1.4000000000000000e+01,,Central America,,
955,Guernsey,1.0000000000000000e+00,1.2000000000000000e+01,FRA,FRA-CI,1.0000000000000000e+00,,Europe,,
956,Guerrero,7.0000000000000000e+00,7.9000000000000000e+01,MXS,MXS-GR,1.4000000000000000e+01,,Central America,,
957,Guinea,2.0000000000000000e+00,2.2000000000000000e+01,GUI,GUI-OO,1.0000000000000000e+01,A,West Tropical Africa,,
958,Guinea-Bissau,2.0000000000000000e+00,2.2000000000000000e+01,GNB,GNB-OO,1.0000000000000000e+01,A,West Tropical Africa,,
959,Guizhou,3.0000000000000000e+00,3.6000000000000000e+01,CHC,CHC-GZ,4.0000000000000000e+00,,Eastern Asia,,
960,Gujarat,4.0000000000000000e+00,4.0000000000000000e+01,IND,IND-GU,5.0000000000000000e+00,,India,,
961,Gulf of Guinea Is.,2.0000000000000000e+00,2.3000000000000000e+01,GGI,,1.0000000000000000e+01,B,Cameroons and Congo,,
962,Gulf States,3.0000000000000000e+00,3.5000000000000000e+01,GST,,2.0000000000000000e+00,A,Orient,,
963,Gunners Quoin,2.0000000000000000e+00,2.9000000000000000e+01,MAU,MAU-OO,1.1000000000000000e+01,,Madagascar and Mascarenes,,
964,Gunungapi,4.0000000000000000e+00,4.2000000000000000e+01,MOL,MOL-OO,6.0000000000000000e+00,C,Malay Islands,,
965,Guyana,8.0000000000000000e+00,8.2000000000000000e+01,GUY,GUY-OO,1.6000000000000000e+01,,East Tropical South America,,
966,Guyane Francais,8.0000000000000000e+00,8.2000000000000000e+01,FRG,FRG-OO,1.6000000000000000e+01,,East Tropical South America,French Guiana,
967,Ha'apai Is.,6.0000000000000000e+00,6.0000000000000000e+01,TON,TON-OO,9.0000000000000000e+00,D,Samoan Islands,,
968,Habomai-shoto,3.0000000000000000e+00,3.1000000000000000e+01,KUR,KUR-OO,3.0000000000000000e+00,,Northern Asia,,
969,Hachijo-jima,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-HN,4.0000000000000000e+00,,Eastern Asia,,
970,Hahajima,3.0000000000000000e+00,3.8000000000000000e+01,OGA,OGA-OO,4.0000000000000000e+00,,Eastern Asia,,
971,Hainan,3.0000000000000000e+00,3.6000000000000000e+01,CHH,CHH-OO,4.0000000000000000e+00,,Eastern Asia,,
972,Haiti,8.0000000000000000e+00,8.1000000000000000e+01,HAI,HAI-HA,1.5000000000000000e+01,,West Indies,,excluding Navassa I.
973,Haiti,8.0000000000000000e+00,8.1000000000000000e+01,HAI,,1.5000000000000000e+01,,West Indies,,including Navassa I.
974,Half Moon Reefs,8.0000000000000000e+00,8.1000000000000000e+01,SWC,SWC-HC,1.4000000000000000e+01,,Central America,Media Luna, Arrecife,
975,Hall I.,6.0000000000000000e+00,6.2000000000000000e+01,CRL,CRL-MF,9.0000000000000000e+00,F,Micronesia,,
976,Halmahera,4.0000000000000000e+00,4.2000000000000000e+01,MOL,MOL-OO,6.0000000000000000e+00,C,Malay Islands,,
977,Hanish al Kabir,3.0000000000000000e+00,3.5000000000000000e+01,YEM,YEM-SY,2.0000000000000000e+00,A,Orient,,
978,Hanish Is.,3.0000000000000000e+00,3.5000000000000000e+01,YEM,YEM-SY,2.0000000000000000e+00,A,Orient,Hanish al Kabir,
979,Hao,6.0000000000000000e+00,6.1000000000000000e+01,TUA,TUA-OO,9.0000000000000000e+00,E,S.E. Polynesia,,
980,Haryana,4.0000000000000000e+00,4.0000000000000000e+01,IND,IND-HA,5.0000000000000000e+00,,India,,
981,Haute Volta,2.0000000000000000e+00,2.2000000000000000e+01,BKN,BKN-OO,1.0000000000000000e+01,A,West Tropical Africa,Burkina,
982,Hawai'i,6.0000000000000000e+00,6.3000000000000000e+01,HAW,,9.0000000000000000e+00,G,Hawai'ian Islands,,
983,Hawai'i,6.0000000000000000e+00,6.3000000000000000e+01,HAW,HAW-HI,9.0000000000000000e+00,G,Hawai'ian Islands,,one of Hawai'ian Is.
984,Hawai'ian Is.,6.0000000000000000e+00,6.3000000000000000e+01,HAW,HAW-HI,9.0000000000000000e+00,G,Hawai'ian Islands,,
985,Heard I.,9.0000000000000000e+00,9.0000000000000000e+01,HMD,HMD-OO,1.9000000000000000e+01,,Antarctica and Subantarctic Islands,,
986,Heard-McDonald Is.,9.0000000000000000e+00,9.0000000000000000e+01,HMD,HMD-OO,1.9000000000000000e+01,,Antarctica and Subantarctic Islands,,External Territory of Australia
987,Hebei,3.0000000000000000e+00,3.6000000000000000e+01,CHN,CHN-HB,4.0000000000000000e+00,,Eastern Asia,,
988,Heilongjiang,3.0000000000000000e+00,3.6000000000000000e+01,CHM,CHM-HJ,4.0000000000000000e+00,,Eastern Asia,,
989,Heilungkiang,3.0000000000000000e+00,3.6000000000000000e+01,CHM,CHM-HJ,4.0000000000000000e+00,,Eastern Asia,Heilongjiang,
990,Helen Reef,6.0000000000000000e+00,6.2000000000000000e+01,CRL,CRL-PA,9.0000000000000000e+00,F,Micronesia,,
991,Henan,3.0000000000000000e+00,3.6000000000000000e+01,CHS,CHS-HE,4.0000000000000000e+00,,Eastern Asia,,
992,Henderson I.,6.0000000000000000e+00,6.1000000000000000e+01,PIT,PIT-OO,9.0000000000000000e+00,E,S.E. Polynesia,,
993,Herzegovina,1.0000000000000000e+00,1.3000000000000000e+01,YUG,YUG-BH,1.0000000000000000e+00,,Europe,,part of Bosnia-Herzegovina
994,Hereheretue,6.0000000000000000e+00,6.1000000000000000e+01,TUA,TUA-OO,9.0000000000000000e+00,E,S.E. Polynesia,,
995,Herm,1.0000000000000000e+00,1.2000000000000000e+01,FRA,FRA-CI,1.0000000000000000e+00,,Europe,,
996,Hermanos, Los,8.0000000000000000e+00,8.1000000000000000e+01,VNA,VNA-OO,1.7000000000000000e+01,,West Tropical South America,,
997,Hermit Is.,4.0000000000000000e+00,4.2000000000000000e+01,BIS,BIS-OO,6.0000000000000000e+00,E,New Guinea,,
998,Hervey I.,6.0000000000000000e+00,6.1000000000000000e+01,COO,COO-OO,9.0000000000000000e+00,E,S.E. Polynesia,,
999,Hidalgo,7.0000000000000000e+00,7.9000000000000000e+01,MXE,MXE-HI,1.4000000000000000e+01,,Central America,,
1000,Hierro,2.0000000000000000e+00,2.1000000000000000e+01,CNY,CNY-OO,2.0000000000000000e+00,C,Atlantic Islands,,
1001,Himachal Pradesh,4.0000000000000000e+00,4.0000000000000000e+01,WHM,WHM-HP,5.0000000000000000e+00,,India,,
1002,Hisiangkang,3.0000000000000000e+00,3.6000000000000000e+01,CHS,CHS-HK,4.0000000000000000e+00,,Eastern Asia,Hong Kong,
1003,Hispaniola,8.0000000000000000e+00,8.1000000000000000e+01,,,1.5000000000000000e+01,,West Indies,Dominican Republic and Haiti,
1004,Hiva Oa,6.0000000000000000e+00,6.1000000000000000e+01,MRQ,MRQ-OO,9.0000000000000000e+00,E,S.E. Polynesia,,
1005,Hokkaido,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-HK,4.0000000000000000e+00,,Eastern Asia,,
1006,Holland,1.0000000000000000e+00,1.1000000000000000e+01,NET,NET-OO,1.0000000000000000e+00,,Europe,Netherlands,
1007,Hon Panjang,4.0000000000000000e+00,4.1000000000000000e+01,VIE,VIE-OO,6.0000000000000000e+00,B,Indo-China,,
1008,Honan,3.0000000000000000e+00,3.6000000000000000e+01,CHS,CHS-HE,4.0000000000000000e+00,,Eastern Asia,Henan,
1009,Honduran Caribbean Is.,8.0000000000000000e+00,8.1000000000000000e+01,SWC,SWC-HC,1.4000000000000000e+01,,Central America,,
1010,Honduras,8.0000000000000000e+00,8.0000000000000000e+01,HON,HON-OO,1.4000000000000000e+01,,Central America,,
1011,Hong Kong,3.0000000000000000e+00,3.6000000000000000e+01,CHS,CHS-HK,4.0000000000000000e+00,,Eastern Asia,,U.K. Dependent Territory
1012,Honshu,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-HN,4.0000000000000000e+00,,Eastern Asia,,
1013,Hoorn Is.,6.0000000000000000e+00,6.0000000000000000e+01,WAL,WAL-OO,9.0000000000000000e+00,D,Samoan Islands,,
1014,Hopei,3.0000000000000000e+00,3.6000000000000000e+01,CHN,CHN-HB,4.0000000000000000e+00,,Eastern Asia,Hebei,
1015,Horne Is.,6.0000000000000000e+00,6.0000000000000000e+01,WAL,WAL-OO,9.0000000000000000e+00,D,Samoan Islands,Hoorn Is.,
1016,Howland I.,6.0000000000000000e+00,6.0000000000000000e+01,HBI,HBI-OO,9.0000000000000000e+00,D,Samoan Islands,,
1017,Howland-Baker Is.,6.0000000000000000e+00,6.0000000000000000e+01,HBI,HBI-OO,9.0000000000000000e+00,D,Samoan Islands,,
1018,Hrvatska,1.0000000000000000e+00,1.3000000000000000e+01,YUG,YUG-CR,1.0000000000000000e+00,,Europe,Croatia,
1019,Huahine,6.0000000000000000e+00,6.1000000000000000e+01,SCI,SCI-OO,9.0000000000000000e+00,E,S.E. Polynesia,,one of Iles sous le Vent
1020,Hubei,3.0000000000000000e+00,3.6000000000000000e+01,CHC,CHC-HU,4.0000000000000000e+00,,Eastern Asia,,
1021,Hull I.,6.0000000000000000e+00,6.0000000000000000e+01,PHX,PHX-OO,9.0000000000000000e+00,D,Samoan Islands,Orona,
1022,Humphrey I.,6.0000000000000000e+00,6.0000000000000000e+01,TOK,TOK-MA,9.0000000000000000e+00,E,S.E. Polynesia,Manihiki,
1023,Hunan,3.0000000000000000e+00,3.6000000000000000e+01,CHS,CHS-HN,4.0000000000000000e+00,,Eastern Asia,,
