ID,Gazetteer,L1 code,L2 code,L3 code,L4 code,Kew region code,Kew region subdivision,Kew region,Synonym,Notes
1621,Ocussi Ambeno,4.0000000000000000e+00,4.2000000000000000e+01,LSI,LSI-ET,6.0000000000000000e+00,C,Malay Islands,East Timor,
1622,Oeno I.,6.0000000000000000e+00,6.1000000000000000e+01,PIT,PIT-OO,9.0000000000000000e+00,E,S.E. Polynesia,,
1623,Ofu,6.0000000000000000e+00,6.0000000000000000e+01,SAM,SAM-AS,9.0000000000000000e+00,D,Samoan Islands,,
1624,Ogasawara-shoto,3.0000000000000000e+00,3.8000000000000000e+01,OGA,OGA-OO,4.0000000000000000e+00,,Eastern Asia,,
1625,O'Higgins,8.0000000000000000e+00,8.5000000000000000e+01,CLN,CLC-OH,1.8000000000000000e+01,,Temperate South America,,
1626,Ohio,7.0000000000000000e+00,7.5000000000000000e+01,OHI,OHI-OO,1.3000000000000000e+01,,North America,,
1627,Oki,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-HN,4.0000000000000000e+00,,Eastern Asia,,
1628,Okina Daito,3.0000000000000000e+00,3.8000000000000000e+01,NNS,NNS-OO,4.0000000000000000e+00,,Eastern Asia,,one of Dainto Is.
1629,Okinawa,3.0000000000000000e+00,3.8000000000000000e+01,NNS,NNS-OO,4.0000000000000000e+00,,Eastern Asia,,I. Prefecture of Japan
1630,Okinoeraba-shima,3.0000000000000000e+00,3.8000000000000000e+01,NNS,NNS-OO,4.0000000000000000e+00,,Eastern Asia,,part of Amami-shoto
1631,Oklahoma,7.0000000000000000e+00,7.4000000000000000e+01,OKL,OKL-OO,1.3000000000000000e+01,,North America,,
1632,Olosega,6.0000000000000000e+00,6.0000000000000000e+01,SAM,SAM-AS,9.0000000000000000e+00,D,Samoan Islands,,
1633,Oman,3.0000000000000000e+00,3.5000000000000000e+01,OMA,OMA-OO,2.0000000000000000e+00,A,Orient,,
1634,Omsk,3.0000000000000000e+00,3.0000000000000000e+01,WSB,WSB-OO,3.0000000000000000e+00,,Northern Asia,,
1635,Onotoa,6.0000000000000000e+00,6.0000000000000000e+01,GIL,GIL-OO,9.0000000000000000e+00,D,Samoan Islands,,
1636,Ontario,7.0000000000000000e+00,7.2000000000000000e+01,ONT,ONT-OO,1.3000000000000000e+01,,North America,,
1637,Ontong Java,6.0000000000000000e+00,6.0000000000000000e+01,SOL,SOL-SO,9.0000000000000000e+00,A,Melanesia,,
1638,Orange Free State,2.0000000000000000e+00,2.7000000000000000e+01,OFS,OFS-OO,1.2000000000000000e+01,,South Africa,Free State,
1639,Orchila I.,8.0000000000000000e+00,8.1000000000000000e+01,VNA,VNA-OO,1.7000000000000000e+01,,West Tropical South America,,
1640,Oregon,7.0000000000000000e+00,7.3000000000000000e+01,ORE,ORE-OO,1.3000000000000000e+01,,North America,,
1641,Orel,1.0000000000000000e+00,1.4000000000000000e+01,RUC,RUC-OO,1.0000000000000000e+00,,Europe,,
1642,Orenburg,1.0000000000000000e+00,1.4000000000000000e+01,RUE,RUE-OO,1.0000000000000000e+00,,Europe,,
1643,Orissa,4.0000000000000000e+00,4.0000000000000000e+01,IND,IND-OR,5.0000000000000000e+00,,India,,
1644,Orkney Is.,1.0000000000000000e+00,1.0000000000000000e+01,GRB,GRB-OO,1.0000000000000000e+00,,Europe,,part of Scotland
1645,Orlov,1.0000000000000000e+00,1.4000000000000000e+01,RUC,RUC-OO,1.0000000000000000e+00,,Europe,Orel,
1646,Oroluk,6.0000000000000000e+00,6.2000000000000000e+01,CRL,CRL-MF,9.0000000000000000e+00,F,Micronesia,,
1647,Orona,6.0000000000000000e+00,6.0000000000000000e+01,PHX,PHX-OO,9.0000000000000000e+00,D,Samoan Islands,,
1648,O-shima,3.0000000000000000e+00,3.8000000000000000e+01,NNS,NNS-OO,4.0000000000000000e+00,,Eastern Asia,,part of Amami-shoto
1649,O-shima,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-HN,4.0000000000000000e+00,,Eastern Asia,,[Izu-shoto]
1650,Osterreich,1.0000000000000000e+00,1.1000000000000000e+01,AUT,AUT-AU,1.0000000000000000e+00,,Europe,Austria,
1651,Osumi-shoto,3.0000000000000000e+00,3.8000000000000000e+01,JAP,JAP-KY,4.0000000000000000e+00,,Eastern Asia,,
1652,O'Tahiti,6.0000000000000000e+00,6.1000000000000000e+01,SCI,SCI-OO,9.0000000000000000e+00,E,S.E. Polynesia,Tahiti,one of Iles du Vent
1653,Oubangui Shari,2.0000000000000000e+00,2.3000000000000000e+01,CAF,CAF-OO,1.0000000000000000e+01,B,Cameroons and Congo,Central African Republic,
1654,Pagalu,2.0000000000000000e+00,2.3000000000000000e+01,GGI,GGI-AN,1.0000000000000000e+01,B,Cameroons and Congo,Annobon,
1655,Pagan,6.0000000000000000e+00,6.2000000000000000e+01,MRN,MRN-NM,9.0000000000000000e+00,F,Micronesia,,
1656,Pahang,4.0000000000000000e+00,4.2000000000000000e+01,MLY,MLY-PM,6.0000000000000000e+00,A,Malay Peninsula,,
1657,Pakistan,4.0000000000000000e+00,4.0000000000000000e+01,PAK,PAK-OO,5.0000000000000000e+00,,India,,
1658,Pakistan East,4.0000000000000000e+00,4.0000000000000000e+01,BAN,BAN-OO,5.0000000000000000e+00,,India,,
1659,Palau,6.0000000000000000e+00,6.2000000000000000e+01,CRL,CRL-PA,9.0000000000000000e+00,F,Micronesia,,
1660,Palau Is.,6.0000000000000000e+00,6.2000000000000000e+01,CRL,CRL-PA,9.0000000000000000e+00,F,Micronesia,,
1661,Palawan,4.0000000000000000e+00,4.2000000000000000e+01,PHI,PHI-OO,6.0000000000000000e+00,D,Philippines,,
1662,Palestine,3.0000000000000000e+00,3.4000000000000000e+01,PAL,,2.0000000000000000e+00,A,Orient,,
1663,Palliser Is.,6.0000000000000000e+00,6.1000000000000000e+01,TUA,TUA-OO,9.0000000000000000e+00,E,S.E. Polynesia,,
1664,Palmerston I.,6.0000000000000000e+00,6.1000000000000000e+01,COO,COO-OO,9.0000000000000000e+00,E,S.E. Polynesia,Avarau,
1665,Palmyra I.,6.0000000000000000e+00,6.1000000000000000e+01,LIN,LIN-US,9.0000000000000000e+00,E,S.E. Polynesia,,
1666,Panamá,8.0000000000000000e+00,8.0000000000000000e+01,PAN,PAN-OO,1.7000000000000000e+01,,West Tropical South America,,
1667,Panamá Canal Zone,8.0000000000000000e+00,8.0000000000000000e+01,PAN,PAN-OO,1.7000000000000000e+01,,West Tropical South America,,
1668,Panay,4.0000000000000000e+00,4.2000000000000000e+01,PHI,PHI-OO,6.0000000000000000e+00,D,Philippines,,
1669,Pandaidori Is.,4.0000000000000000e+00,4.2000000000000000e+01,NWG,NWG-IJ,6.0000000000000000e+00,E,New Guinea,,
1670,Pandora Bank,6.0000000000000000e+00,6.0000000000000000e+01,SCZ,SCZ-OO,9.0000000000000000e+00,A,Melanesia,,
1671,Panjang I.,4.0000000000000000e+00,4.1000000000000000e+01,VIE,VIE-OO,6.0000000000000000e+00,B,Indo-China,Hon Panjang,
1672,Pantelleria,1.0000000000000000e+00,1.3000000000000000e+01,SIC,SIC-SI,1.0000000000000000e+00,,Europe,,
1673,Papua New Guinea,4.0000000000000000e+00,4.2000000000000000e+01,NWG,NWG-PN,6.0000000000000000e+00,E,New Guinea,,excluding Bismarck Archipelago and Bougainville Is.
1674,Pará,8.0000000000000000e+00,8.4000000000000000e+01,BZN,BZN-PA,1.6000000000000000e+01,,East Tropical South America,,
1675,Paracel Is.,4.0000000000000000e+00,4.1000000000000000e+01,SCS,SCS-PI,6.0000000000000000e+00,B,Indo-China,,
1676,Paraguay,8.0000000000000000e+00,8.5000000000000000e+01,PAR,PAR-OO,1.6000000000000000e+01,,East Tropical South America,,
1677,Paraíba,8.0000000000000000e+00,8.4000000000000000e+01,BZE,BZE-PB,1.6000000000000000e+01,,East Tropical South America,,
1678,Paraná,8.0000000000000000e+00,8.4000000000000000e+01,BZS,BZS-PR,1.6000000000000000e+01,,East Tropical South America,,
1679,Parang,4.0000000000000000e+00,4.2000000000000000e+01,JAW,JAW-OO,6.0000000000000000e+00,C,Malay Islands,,
1680,Parece Vela,3.0000000000000000e+00,3.8000000000000000e+01,KZN,KZN-OO,4.0000000000000000e+00,,Eastern Asia,,
1681,Paros,1.0000000000000000e+00,1.3000000000000000e+01,GRC,GRC-OO,1.0000000000000000e+00,,Europe,,one of Kikladhes
1682,Parry Is.,7.0000000000000000e+00,7.0000000000000000e+01,NWT,NWT-OO,1.3000000000000000e+01,,North America,,
1683,Pascua I.,6.0000000000000000e+00,6.1000000000000000e+01,EAS,EAS-OO,9.0000000000000000e+00,E,S.E. Polynesia,Easter I.,
1684,Patagonia,8.0000000000000000e+00,8.5000000000000000e+01,AGS,,1.8000000000000000e+01,,Temperate South America,,
1685,Patmos,3.0000000000000000e+00,3.4000000000000000e+01,EAI,EAI-OO,2.0000000000000000e+00,A,Orient,,one of Dhodekanisos
1686,Patos I.,8.0000000000000000e+00,8.2000000000000000e+01,VEN,VEN-OO,1.7000000000000000e+01,,West Tropical South America,,
1687,Paumotu,6.0000000000000000e+00,6.1000000000000000e+01,TUA,TUA-OO,9.0000000000000000e+00,E,S.E. Polynesia,,
1688,Peale I.,6.0000000000000000e+00,6.2000000000000000e+01,WAK,WAK-OO,9.0000000000000000e+00,F,Micronesia,,
1689,Pedra da Gale,2.0000000000000000e+00,2.3000000000000000e+01,GGI,GGI-PR,1.0000000000000000e+01,B,Cameroons and Congo,,
1690,Pedro Cays,8.0000000000000000e+00,8.1000000000000000e+01,JAM,JAM-OO,1.5000000000000000e+01,,West Indies,,
1691,Peking,3.0000000000000000e+00,3.6000000000000000e+01,CHN,CHN-HB,4.0000000000000000e+00,,Eastern Asia,Beijing,
1692,Pelagie Is.,1.0000000000000000e+00,1.3000000000000000e+01,SIC,SIC-SI,1.0000000000000000e+00,,Europe,,
1693,Peloponnisos,1.0000000000000000e+00,1.3000000000000000e+01,GRC,GRC-OO,1.0000000000000000e+00,,Europe,,
1694,Pemba I.,2.0000000000000000e+00,2.5000000000000000e+01,TAN,TAN-OO,1.0000000000000000e+01,D,East Tropical Africa,,
1695,Penang,4.0000000000000000e+00,4.2000000000000000e+01,MLY,MLY-PM,6.0000000000000000e+00,A,Malay Peninsula,Pinang,
1696,P'eng-hu Lieh-tao,3.0000000000000000e+00,3.8000000000000000e+01,TAI,TAI-OO,4.0000000000000000e+00,,Eastern Asia,,
1697,Penida,4.0000000000000000e+00,4.2000000000000000e+01,LSI,LSI-BA,6.0000000000000000e+00,C,Malay Islands,,
1698,Pennisular Malaysia,4.0000000000000000e+00,4.2000000000000000e+01,MLY,MLY-PM,6.0000000000000000e+00,A,Malay Peninsula,,
1699,Penju Is.,4.0000000000000000e+00,4.2000000000000000e+01,MOL,MOL-OO,6.0000000000000000e+00,C,Malay Islands,,
1700,Pennsylvania,7.0000000000000000e+00,7.5000000000000000e+01,PEN,PEN-OO,1.3000000000000000e+01,,North America,,
1701,Penrhyn I.,6.0000000000000000e+00,6.0000000000000000e+01,TOK,TOK-MA,9.0000000000000000e+00,E,S.E. Polynesia,Tongareva,
1702,Pentecost I.,6.0000000000000000e+00,6.0000000000000000e+01,VAN,VAN-OO,9.0000000000000000e+00,A,Melanesia,,
1703,Penza,1.0000000000000000e+00,1.4000000000000000e+01,RUC,RUC-OO,1.0000000000000000e+00,,Europe,,
1704,Perak,4.0000000000000000e+00,4.2000000000000000e+01,MLY,MLY-PM,6.0000000000000000e+00,A,Malay Peninsula,,
1705,Perim,3.0000000000000000e+00,3.5000000000000000e+01,YEM,YEM-SY,2.0000000000000000e+00,A,Orient,,
1706,Perlas Is.,8.0000000000000000e+00,8.0000000000000000e+01,PAN,PAN-OO,1.7000000000000000e+01,,West Tropical South America,,
1707,Perlis,4.0000000000000000e+00,4.2000000000000000e+01,MLY,MLY-PM,6.0000000000000000e+00,A,Malay Peninsula,,
1708,Perm,1.0000000000000000e+00,1.4000000000000000e+01,RUE,RUE-OO,1.0000000000000000e+00,,Europe,,
1709,Pernambuco,8.0000000000000000e+00,8.4000000000000000e+01,BZE,BZE-PE,1.6000000000000000e+01,,East Tropical South America,,
1710,Persia,3.0000000000000000e+00,3.4000000000000000e+01,IRN,IRN-OO,2.0000000000000000e+00,A,Orient,Iran,
1711,Peru,8.0000000000000000e+00,8.3000000000000000e+01,PER,PER-OO,1.7000000000000000e+01,,West Tropical South America,,
1712,Pescadores,3.0000000000000000e+00,3.8000000000000000e+01,TAI,TAI-OO,4.0000000000000000e+00,,Eastern Asia,P'eng-hu Lieh-tao,
1713,Peter I Oy,9.0000000000000000e+00,9.1000000000000000e+01,ANT,ANT-OO,1.9000000000000000e+01,,Antarctica and Subantarctic Islands,,part of Ellsworth Land
1714,Petite Terre, Isles de la,8.0000000000000000e+00,8.1000000000000000e+01,LEE,LEE-GU,1.5000000000000000e+01,,West Indies,,
1715,Philippines,4.0000000000000000e+00,4.2000000000000000e+01,PHI,PHI-OO,6.0000000000000000e+00,D,Philippines,,
1716,Phillip I.,5.0000000000000000e+00,5.0000000000000000e+01,NFK,NFK-NI,7.0000000000000000e+00,,Australia,,
1717,Phoenix Is.,6.0000000000000000e+00,6.0000000000000000e+01,PHX,PHX-OO,9.0000000000000000e+00,D,Samoan Islands,,
1718,Phu Quoc,4.0000000000000000e+00,4.1000000000000000e+01,VIE,VIE-OO,6.0000000000000000e+00,B,Indo-China,,
1719,Piauí,8.0000000000000000e+00,8.4000000000000000e+01,BZE,BZE-PI,1.6000000000000000e+01,,East Tropical South America,,
1720,Pico,2.0000000000000000e+00,2.1000000000000000e+01,AZO,AZO-OO,2.0000000000000000e+00,C,Atlantic Islands,,
1721,Pinang,4.0000000000000000e+00,4.2000000000000000e+01,MLY,MLY-PM,6.0000000000000000e+00,A,Malay Peninsula,,
1722,Pines I.,6.0000000000000000e+00,6.0000000000000000e+01,NWC,NWC-OO,9.0000000000000000e+00,B,New Caledonia,Ile des Pins,[Pacific]
1723,Pingelap,6.0000000000000000e+00,6.2000000000000000e+01,CRL,CRL-MF,9.0000000000000000e+00,F,Micronesia,,
1724,Pinipel I.,6.0000000000000000e+00,6.0000000000000000e+01,SOL,SOL-NO,9.0000000000000000e+00,A,Melanesia,,one of Green Is.
1725,Pinos I.,8.0000000000000000e+00,8.1000000000000000e+01,CUB,CUB-OO,1.5000000000000000e+01,,West Indies,Isla de Juventud,[Caribbean]
1726,Pins, Ile des,6.0000000000000000e+00,6.0000000000000000e+01,NWC,NWC-OO,9.0000000000000000e+00,B,New Caledonia,,
1727,Pinta I.,8.0000000000000000e+00,8.3000000000000000e+01,GAL,GAL-OO,1.7000000000000000e+01,,West Tropical South America,,
1728,Pitcairn,6.0000000000000000e+00,6.1000000000000000e+01,PIT,PIT-OO,9.0000000000000000e+00,E,S.E. Polynesia,,
1729,Pitcairn Is.,6.0000000000000000e+00,6.1000000000000000e+01,PIT,PIT-OO,9.0000000000000000e+00,E,S.E. Polynesia,,U.K. Dependent Territory
1730,Pitt I.,5.0000000000000000e+00,5.1000000000000000e+01,CTM,CTM-OO,8.0000000000000000e+00,,New Zealand,,
